score_col,WT_count,KO_count,WT_mean,KO_mean,WT_median,KO_median,WT_std,KO_std,WT_min,KO_min,WT_max,KO_max,mean_difference,median_difference,cliffs_delta,abs_cliffs_delta,higher_group
GOBP_DNA_REPAIR,10227,9112,0.050787451198128816,0.041319779138040774,0.04995004995004995,0.039294039294039296,0.025622641601231334,0.025312840161943143,0.0,0.0,0.14485514485514486,0.1485181485181485,0.009467672060088042,0.010656010656010656,0.21608345903564152,0.21608345903564152,WT
GOBP_DNA_DAMAGE_RESPONSE,10227,9112,0.05853651046856199,0.054679028016921837,0.0584749727116794,0.05426477467643848,0.01946444606169536,0.019095444534077355,0.0,0.0,0.14096366755028847,0.13550600343053174,0.0038574824516401512,0.00421019803524092,0.11593287595463564,0.11593287595463564,WT
