score_col,WT_count,KO_count,WT_mean,KO_mean,WT_median,KO_median,WT_std,KO_std,WT_min,KO_min,WT_max,KO_max,mean_difference,median_difference,cliffs_delta,abs_cliffs_delta,higher_group
GOBP_DNA_REPAIR,16406,15438,0.04679342268450466,0.03860646531741469,0.04462809917355372,0.03636363636363636,0.02648692224534647,0.02499874405697735,0.0,0.0,0.16760330578512397,0.16330578512396693,0.008186957367089971,0.008264462809917356,0.18482290382641642,0.18482290382641642,WT
GOBP_DNA_DAMAGE_RESPONSE,16406,15438,0.05269873654139419,0.04967911517156099,0.05242808536962573,0.04918032786885246,0.020175678310905044,0.019396637039037927,0.0,0.0,0.13857098669965975,0.1305289205072688,0.003019621369833199,0.003247757500773274,0.08816628565123086,0.08816628565123086,WT
