score_col,WT_count,KO_count,WT_mean,KO_mean,WT_median,KO_median,WT_std,KO_std,WT_min,KO_min,WT_max,KO_max,mean_difference,median_difference,cliffs_delta,abs_cliffs_delta,higher_group
GOBP_DNA_REPAIR,8915,14008,0.055998217523736314,0.05749342985208205,0.054945054945054944,0.056943056943056944,0.028070004829711764,0.027793496106726552,0.0,0.0,0.1744921744921745,0.1744921744921745,-0.0014952123283457353,-0.0019980019980019997,-0.03168147165644952,0.03168147165644952,KO
GOBP_DNA_DAMAGE_RESPONSE,8915,14008,0.060503014636824615,0.06000725521572712,0.06050210509901762,0.05941057227506627,0.0198550795743275,0.020108506664143978,0.0,0.000779666302822392,0.1436145329798846,0.1537501949165757,0.0004957594210974955,0.0010915328239513508,0.019106132126085695,0.019106132126085695,WT
