score_col,WT_count,KO_count,WT_mean,KO_mean,WT_median,KO_median,WT_std,KO_std,WT_min,KO_min,WT_max,KO_max,mean_difference,median_difference,cliffs_delta,abs_cliffs_delta,higher_group
GOBP_DNA_REPAIR,6179,6326,0.03531328399502499,0.028398104774443125,0.03233830845771144,0.025941719971570718,0.026623868156821662,0.02333840663185958,0.0,0.0,0.15813788201847903,0.14463397299218195,0.006915179220581862,0.006396588486140723,0.147440590616837,0.147440590616837,WT
GOBP_DNA_DAMAGE_RESPONSE,6179,6326,0.04432371846332852,0.042824855295933634,0.043499752842313395,0.04185203493161971,0.018898643119538493,0.017838947167156432,0.0,0.0,0.12127203822705553,0.12094249464491678,0.0014988631673948857,0.001647717910693687,0.04643078600853845,0.04643078600853845,WT
