score_col,WT_count,KO_count,WT_mean,KO_mean,WT_median,KO_median,WT_std,KO_std,WT_min,KO_min,WT_max,KO_max,mean_difference,median_difference,cliffs_delta,abs_cliffs_delta,higher_group
CUSTOM_ATROPHY,8915,14008,0.16493759788234522,0.17292902984420833,0.1568627450980392,0.16666666666666666,0.09555705601398647,0.09523229233741991,0.0,0.0,0.6366782006920415,0.5397923875432526,-0.00799143196186311,-0.009803921568627444,-0.050335294341859904,0.050335294341859904,KO
