score_col,WT_count,KO_count,WT_mean,KO_mean,WT_median,KO_median,WT_std,KO_std,WT_min,KO_min,WT_max,KO_max,mean_difference,median_difference,cliffs_delta,abs_cliffs_delta,higher_group
CUSTOM_ATROPHY,10227,9112,0.17254933539224768,0.21548513791717172,0.16262975778546712,0.22145328719723184,0.10337213993827209,0.09688819724179222,0.0,0.0,0.580161476355248,0.5559400230680508,-0.042935802524924044,-0.05882352941176472,-0.2533424001247193,0.2533424001247193,KO
