score_col,WT_count,KO_count,WT_mean,KO_mean,WT_median,KO_median,WT_std,KO_std,WT_min,KO_min,WT_max,KO_max,mean_difference,median_difference,cliffs_delta,abs_cliffs_delta,higher_group
CUSTOM_ATROPHY,232,219,0.23570573928053037,0.2632142170690022,0.2514220705346985,0.26507394766780434,0.09838528095222084,0.05197901885041171,0.0,0.12400455062571103,0.447098976109215,0.3890784982935154,-0.027508477788471847,-0.013651877133105839,-0.146610769957487,0.146610769957487,KO
